0	0	0	0
1	0.519	0.498	0.519
2	-0.088	-0.049	-0.088
3	-0.25	-0.255	-0.25
4	-0.472	-0.456	-0.472
5	-0.202	-0.211	-0.202
6	-0.254	-0.232	-0.254
7	-0.455	-0.457	-0.455
8	-0.483	-0.48	-0.483
9	-0.078	-0.094	-0.078
10	0.635	0.633	0.635
11	0.759	0.751	0.759
12	0.447	0.452	0.447
13	0.356	0.354	0.356
14	0.114	0.109	0.114
15	-0.343	-0.34	-0.343
16	-0.659	-0.656	-0.658
17	-0.688	-0.688	-0.684
18	-0.731	-0.728	-0.731
19	-0.479	-0.478	-0.478
20	-0.245	-0.247	-0.245
21	0.083	0.081	0.084
22	0.259	0.256	0.259
23	0.491	0.487	0.491
24	0.557	0.551	0.557
25	0.59	0.584	0.59
26	0.421	0.418	0.421
27	-0.016	-0.014	-0.016
28	-0.411	-0.409	-0.41
29	-0.634	-0.635	-0.635
30	-0.821	-0.818	-0.82
31	-0.687	-0.686	-0.686
32	-0.375	-0.376	-0.374
33	0.017	0.016	0.017
34	0.247	0.247	0.248
35	0.462	0.462	0.462
36	0.605	0.602	0.605
37	0.535	0.533	0.535
38	0.365	0.363	0.365
39	0.121	0.121	0.121
40	-0.211	-0.208	-0.211
41	-0.565	-0.562	-0.566
42	-0.764	-0.762	-0.766
43	-0.76	-0.757	-0.759
44	-0.525	-0.524	-0.525
45	-0.17	-0.171	-0.169
46	0.17	0.169	0.17
47	0.5	0.497	0.5
48	0.707	0.702	0.707
49	0.734	0.73	0.734
50	0.582	0.578	0.582
51	0.291	0.29	0.291
52	-0.083	-0.085	-0.084
53	-0.433	-0.431	-0.433
54	-0.626	-0.624	-0.628
55	-0.632	-0.633	-0.633
56	-0.428	-0.429	-0.431
57	-0.149	-0.149	-0.148
58	0.129	0.129	0.128
59	0.425	0.427	0.425
60	0.725	0.724	0.725
61	0.86	0.86	0.86
62	0.791	0.791	0.791
63	0.582	0.583	0.582
64	0.2	0.202	0.2
65	-0.246	-0.239	-0.247
66	-0.546	-0.54	-0.547
67	-0.611	-0.605	-0.613
68	-0.478	-0.472	-0.477
69	-0.227	-0.227	-0.226
70	0.072	0.074	0.073
71	0.385	0.386	0.385
72	0.662	0.661	0.662
73	0.836	0.834	0.836
74	0.854	0.853	0.854
75	0.696	0.694	0.697
76	0.36	0.359	0.36
77	-0.06	-0.055	-0.059
78	-0.352	-0.348	-0.348
79	-0.496	-0.491	-0.495
80	-0.447	-0.444	-0.445
81	-0.241	-0.242	-0.248
82	-0.003	0.006	0.001
83	0.307	0.309	0.306
84	0.679	0.681	0.679
85	0.924	0.925	0.924
86	0.982	0.983	0.981
87	0.839	0.84	0.839
88	0.542	0.545	0.543
89	0.142	0.145	0.143
90	-0.197	-0.189	-0.195
91	-0.408	-0.402	-0.408
92	-0.451	-0.446	-0.45
93	-0.338	-0.331	-0.337
94	-0.114	-0.112	-0.113
95	0.179	0.179	0.176
96	0.488	0.488	0.488
97	0.798	0.797	0.798
98	0.95	0.95	0.951
99	0.895	0.894	0.895
100	0.616	0.616	0.616
101	0.247	0.25	0.247
102	-0.103	-0.096	-0.103
103	-0.376	-0.376	-0.376
104	-0.448	-0.443	-0.447
105	-0.347	-0.343	-0.345
106	-0.129	-0.128	-0.131
107	0.139	0.14	0.143
108	0.455	0.456	0.456
109	0.778	0.779	0.778
110	0.937	0.938	0.937
111	0.964	0.964	0.964
112	0.789	0.789	0.789
113	0.472	0.473	0.473
114	0.11	0.115	0.111
115	-0.219	-0.221	-0.221
116	-0.4	-0.393	-0.407
117	-0.439	-0.433	-0.44
118	-0.295	-0.291	-0.291
119	-0.062	-0.057	-0.059
120	0.207	0.208	0.207
121	0.503	0.502	0.502
122	0.707	0.707	0.707
123	0.808	0.808	0.808
124	0.698	0.697	0.698
125	0.469	0.469	0.469
126	0.144	0.146	0.144
127	-0.139	-0.145	-0.139
128	-0.381	-0.374	-0.382
129	-0.457	-0.455	-0.456
130	-0.344	-0.339	-0.344
131	-0.135	-0.131	-0.134
132	0.169	0.171	0.167
133	0.451	0.453	0.451
134	0.713	0.716	0.713
135	0.919	0.921	0.919
136	0.955	0.959	0.955
137	0.789	0.794	0.789
138	0.548	0.562	0.548
139	0.225	0.247	0.224
140	-0.062	-0.027	-0.062
141	-0.229	-0.196	-0.229
142	-0.153	-0.116	-0.151
143	0.066	0.094	0.064
144	0.244	0.28	0.245
145	0.421	0.459	0.422
146	0.809	0.84	0.81
147	0.959	0.997	0.96
148	1.06	1.101	1.061
149	1.255	1.3	1.257
150	1.066	1.129	1.065
151	0.792	0.86	0.793
152	0.516	0.581	0.516
153	0.371	0.42	0.37
154	0.413	0.446	0.413
155	0.443	0.465	0.443
156	0.579	0.585	0.579
157	0.803	0.802	0.804
158	1.148	1.142	1.148
159	1.572	1.572	1.573
160	1.828	1.825	1.826
161	1.663	1.649	1.663
162	1.307	1.3	1.305
163	1.017	1.016	1.017
164	0.714	0.705	0.714
165	0.64	0.628	0.64
166	0.61	0.598	0.61
167	0.559	0.549	0.56
168	0.478	0.469	0.478
169	0.505	0.495	0.504
170	0.72	0.707	0.718
171	0.953	0.944	0.953
172	1.046	1.044	1.047
173	0.975	0.972	0.975
174	0.79	0.79	0.789
175	0.578	0.58	0.578
176	0.422	0.424	0.422
177	0.09	0.098	0.09
178	-0.077	-0.072	-0.078
179	-0.007	-0.008	-0.011
