15.3	0.262
15.4	0.251
15.5	0.244
15.6	0.129
15.7	0.098
15.8	0.062
15.9	0.033
16	0.009
16.1	-0.007
16.2	-0.065
16.3	-0.094
16.4	-0.124
16.5	-0.145
16.6	-0.187
16.7	-0.204
16.8	-0.241
16.9	-0.264
17	-0.294
17.1	-0.323
17.2	-0.354
17.3	-0.38
17.4	-0.408
17.5	-0.433
17.6	-0.46
17.7	-0.488
17.8	-0.512
17.9	-0.539
18	-0.563
18.1	-0.587
18.2	-0.613
18.3	-0.638
18.4	-0.664
18.5	-0.69
18.6	-0.712
18.7	-0.73
18.8	-0.755
18.9	-0.778
19	-0.794
19.1	-0.82
19.2	-0.829
19.3	-0.847
19.4	-0.852
19.5	-0.863
19.6	-0.873
19.7	-0.876
19.8	-0.879
19.9	-0.873
20	-0.867
20.1	-0.856
20.2	-0.845
20.3	-0.816
20.4	-0.774
20.5	-0.729
20.6	-0.678
20.7	-0.625
20.8	-0.567
20.9	-0.507
21	-0.445
21.1	-0.38
21.2	-0.317
21.3	-0.255
21.4	-0.191
21.5	-0.131
21.6	-0.074
21.7	-0.016
21.8	0.039
21.9	0.101
22	0.131
22.1	0.189
22.2	0.229
22.3	0.275
22.4	0.311
22.5	0.358
22.6	0.389
22.7	0.423
22.8	0.457
22.9	0.486
23	0.515
23.1	0.544
23.2	0.569
23.3	0.597
23.4	0.621
23.5	0.643
23.6	0.665
23.7	0.688
23.8	0.71
23.9	0.73
24	0.751
24.1	0.774
24.2	0.798
24.3	0.816
24.4	0.834
24.5	0.853
24.6	0.872
24.7	0.89
24.8	0.902
24.9	0.916
25	0.927
25.1	0.937
25.2	0.947
25.3	0.955
25.4	0.961
25.5	0.967
25.6	0.969
25.7	0.971
25.8	0.971
25.9	0.971
26	0.967
26.1	0.959
26.2	0.948
26.3	0.934
26.4	0.918
26.5	0.898
26.6	0.874
26.7	0.849
26.8	0.823
26.9	0.796
27	0.766
27.1	0.735
27.2	0.706
27.3	0.672
27.4	0.64
27.5	0.609
27.6	0.575
27.7	0.542
27.8	0.508
27.9	0.475
28	0.442
28.1	0.409
28.2	0.376
28.3	0.344
28.4	0.308
28.5	0.278
28.6	0.246
28.7	0.215
28.8	0.182
28.9	0.151
29	0.122
29.1	0.09
29.2	0.059
29.3	0.028
29.4	-0.003
29.5	-0.034
29.6	-0.056
29.7	-0.084
29.8	-0.124
29.9	-0.156
30	-0.185
30.1	-0.211
30.2	-0.236
30.3	-0.263
30.4	-0.293
30.5	-0.316
30.6	-0.349
30.7	-0.377
30.8	-0.401
30.9	-0.428
31	-0.45
31.1	-0.479
31.2	-0.501
31.3	-0.528
31.4	-0.551
31.5	-0.568
31.6	-0.593
31.7	-0.615
31.8	-0.624
31.9	-0.662
32	-0.657
32.1	-0.685
32.2	-0.689
32.3	-0.701
32.4	-0.711
32.5	-0.712
32.6	-0.714
32.7	-0.708
32.8	-0.696
32.9	-0.689
33	-0.678
33.1	-0.649
33.2	-0.614
33.3	-0.569
33.4	-0.528
33.5	-0.475
33.6	-0.428
33.7	-0.379
33.8	-0.32
33.9	-0.255
34	-0.197
34.1	-0.137
34.2	-0.077
34.3	-0.019
34.4	0.035
34.5	0.087
34.6	0.134
34.7	0.18
34.8	0.226
34.9	0.271
35	0.313
35.1	0.351
35.2	0.387
35.3	0.42
35.4	0.453
35.5	0.484
35.6	0.508
35.7	0.53
35.8	0.555
35.9	0.593
36	0.624
36.1	0.576
36.2	0.641
36.3	0.639
36.4	0.687
36.5	0.692
36.6	0.72
36.7	0.729
36.8	0.741
36.9	0.754
37	0.773
37.1	0.786
37.2	0.803
37.3	0.814
37.4	0.826
37.5	0.836
37.6	0.845
37.7	0.852
37.8	0.859
37.9	0.865
38	0.869
38.1	0.872
38.2	0.874
38.3	0.874
38.4	0.869
38.5	0.862
38.6	0.851
38.7	0.837
38.8	0.822
38.9	0.805
39	0.782
39.1	0.748
39.2	0.73
39.3	0.706
39.4	0.68
39.5	0.651
39.6	0.626
39.7	0.592
39.8	0.561
39.9	0.531
40	0.497
40.1	0.464
40.2	0.43
40.3	0.398
40.4	0.364
40.5	0.334
40.6	0.296
40.7	0.265
40.8	0.229
40.9	0.199
41	0.165
41.1	0.138
41.2	0.1
41.3	0.068
41.4	0.036
41.5	0.003
41.6	-0.027
41.7	-0.058
41.8	-0.089
41.9	-0.115
42	-0.143
42.1	-0.176
42.2	-0.209
42.3	-0.241
42.4	-0.265
42.5	-0.293
42.6	-0.324
42.7	-0.351
42.8	-0.38
42.9	-0.411
43	-0.442
43.1	-0.472
43.2	-0.5
43.3	-0.525
43.4	-0.552
43.5	-0.575
43.6	-0.597
43.7	-0.621
43.8	-0.642
43.9	-0.664
44	-0.683
44.1	-0.698
44.2	-0.715
44.3	-0.732
44.4	-0.742
44.5	-0.751
44.6	-0.753
44.7	-0.755
44.8	-0.753
44.9	-0.749
45	-0.739
45.1	-0.727
45.2	-0.703
45.3	-0.671
45.4	-0.631
45.5	-0.585
45.6	-0.533
45.7	-0.481
45.8	-0.423
45.9	-0.363
46	-0.299
46.1	-0.234
46.2	-0.166
46.3	-0.1
46.4	-0.035
46.5	0.028
46.6	0.088
46.7	0.147
46.8	0.201
46.9	0.255
47	0.304
47.1	0.351
47.2	0.392
47.3	0.432
47.4	0.475
47.5	0.502
47.6	0.532
47.7	0.552
47.8	0.596
47.9	0.591
48	0.651
48.1	0.651
48.2	0.685
48.3	0.706
48.4	0.725
48.5	0.757
48.6	0.764
48.7	0.793
48.8	0.821
48.9	0.839
49	0.869
49.1	0.895
49.2	0.923
49.3	0.939
49.4	0.933
49.5	0.977
49.6	0.971
49.7	1
49.8	1.005
49.9	1.022
50	1.029
50.1	1.044
50.2	1.043
50.3	1.047
50.4	1.049
50.5	1.052
50.6	1.052
50.7	1.052
50.8	1.048
50.9	1.04
51	1.029
51.1	1.015
51.2	0.996
51.3	0.979
51.4	0.96
51.5	0.937
51.6	0.913
51.7	0.885
51.8	0.856
51.9	0.827
52	0.798
52.1	0.767
52.2	0.736
52.3	0.703
52.4	0.67
52.5	0.638
52.6	0.604
52.7	0.571
52.8	0.541
52.9	0.508
53	0.477
53.1	0.445
53.2	0.412
53.3	0.382
53.4	0.35
53.5	0.322
53.6	0.291
53.7	0.257
53.8	0.228
53.9	0.198
54	0.167
54.1	0.14
54.2	0.107
54.3	0.075
54.4	0.048
54.5	0.018
54.6	-0.015
54.7	-0.047
54.8	-0.072
54.9	-0.101
55	-0.131
55.1	-0.161
55.2	-0.189
55.3	-0.216
55.4	-0.246
55.5	-0.273
55.6	-0.303
55.7	-0.329
55.8	-0.356
55.9	-0.382
56	-0.408
56.1	-0.433
56.2	-0.458
56.3	-0.484
56.4	-0.508
56.5	-0.53
56.6	-0.551
56.7	-0.572
56.8	-0.59
56.9	-0.609
57	-0.624
57.1	-0.637
57.2	-0.649
57.3	-0.656
57.4	-0.66
57.5	-0.661
57.6	-0.659
57.7	-0.651
57.8	-0.638
57.9	-0.616
58	-0.59
58.1	-0.555
58.2	-0.514
58.3	-0.47
58.4	-0.419
58.5	-0.368
58.6	-0.315
58.7	-0.257
58.8	-0.198
58.9	-0.133
59	-0.071
59.1	-0.008
59.2	0.053
59.3	0.112
59.4	0.166
59.5	0.22
59.6	0.267
59.7	0.312
59.8	0.355
59.9	0.395
60	0.432
60.1	0.469
60.2	0.496
60.3	0.523
60.4	0.548
60.5	0.574
60.6	0.595
60.7	0.621
60.8	0.642
60.9	0.663
61	0.683
61.1	0.706
61.2	0.727
61.3	0.747
61.4	0.768
61.5	0.787
61.6	0.804
61.7	0.82
61.8	0.838
61.9	0.855
62	0.871
62.1	0.886
62.2	0.9
62.3	0.913
62.4	0.924
62.5	0.934
62.6	0.944
62.7	0.95
62.8	0.954
62.9	0.956
63	0.957
63.1	0.958
63.2	0.956
63.3	0.952
63.4	0.944
63.5	0.932
63.6	0.919
63.7	0.903
63.8	0.886
63.9	0.865
64	0.841
64.1	0.815
64.2	0.787
64.3	0.757
64.4	0.729
64.5	0.697
64.6	0.665
64.7	0.636
64.8	0.614
64.9	0.561
65	0.534
65.1	0.497
65.2	0.47
65.3	0.435
65.4	0.399
65.5	0.363
65.6	0.331
65.7	0.302
65.8	0.272
65.9	0.257
66	0.243
66.1	0.133
66.2	0.138
66.3	0.083
66.4	0.077
66.5	0.035
66.6	0.031
66.7	-0.027
66.8	-0.047
66.9	-0.08
67	-0.105
67.1	-0.146
67.2	-0.165
67.3	-0.199
67.4	-0.224
67.5	-0.252
67.6	-0.279
67.7	-0.311
67.8	-0.338
67.9	-0.368
68	-0.396
68.1	-0.422
68.2	-0.449
68.3	-0.472
68.4	-0.496
68.5	-0.521
68.6	-0.544
68.7	-0.565
68.8	-0.588
68.9	-0.607
69	-0.626
69.1	-0.641
69.2	-0.655
69.3	-0.666
69.4	-0.673
69.5	-0.68
69.6	-0.679
69.7	-0.677
69.8	-0.678
69.9	-0.675
70	-0.668
70.1	-0.652
70.2	-0.633
70.3	-0.596
70.4	-0.549
70.5	-0.5
70.6	-0.437
70.7	-0.384
70.8	-0.324
70.9	-0.259
71	-0.199
71.1	-0.131
71.2	-0.065
71.3	0.007
71.4	0.068
71.5	0.132
71.6	0.187
71.7	0.241
71.8	0.29
71.9	0.343
72	0.377
72.1	0.432
72.2	0.438
72.3	0.505
72.4	0.491
72.5	0.578
72.6	0.57
72.7	0.604
72.8	0.625
72.9	0.64
73	0.684
73.1	0.684
73.2	0.73
73.3	0.732
73.4	0.754
73.5	0.769
73.6	0.801
73.7	0.817
73.8	0.84
73.9	0.853
74	0.874
74.1	0.893
74.2	0.914
74.3	0.925
74.4	0.935
74.5	0.954
74.6	0.971
74.7	0.981
74.8	0.984
74.9	0.987
75	0.993
75.1	0.998
75.2	1.003
75.3	1.003
75.4	1.001
75.5	0.996
75.6	0.992
75.7	0.984
75.8	0.973
75.9	0.959
76	0.941
76.1	0.921
76.2	0.897
76.3	0.869
76.4	0.843
76.5	0.816
76.6	0.788
76.7	0.759
76.8	0.73
76.9	0.702
77	0.671
77.1	0.64
77.2	0.605
77.3	0.573
77.4	0.543
77.5	0.516
77.6	0.487
77.7	0.45
77.8	0.414
77.9	0.382
78	0.351
78.1	0.324
78.2	0.295
78.3	0.266
78.4	0.235
78.5	0.204
78.6	0.174
78.7	0.144
78.8	0.116
78.9	0.088
79	0.056
79.1	0.033
79.2	0.003
79.3	-0.026
79.4	-0.058
79.5	-0.088
79.6	-0.116
79.7	-0.138
79.8	-0.166
79.9	-0.195
80	-0.221
80.1	-0.249
80.2	-0.274
80.3	-0.301
80.4	-0.327
80.5	-0.351
80.6	-0.379
80.7	-0.404
80.8	-0.43
80.9	-0.452
81	-0.478
81.1	-0.501
81.2	-0.523
81.3	-0.543
81.4	-0.563
81.5	-0.582
81.6	-0.599
81.7	-0.614
81.8	-0.626
81.9	-0.634
82	-0.639
82.1	-0.644
82.2	-0.648
82.3	-0.644
82.4	-0.639
82.5	-0.637
82.6	-0.619
82.7	-0.597
82.8	-0.563
82.9	-0.521
83	-0.469
83.1	-0.416
83.2	-0.361
83.3	-0.311
83.4	-0.254
83.5	-0.193
83.6	-0.131
83.7	-0.068
83.8	-0.006
83.9	0.051
84	0.111
84.1	0.166
84.2	0.219
84.3	0.264
84.4	0.309
84.5	0.354
84.6	0.392
84.7	0.428
84.8	0.462
84.9	0.493
85	0.524
85.1	0.554
85.2	0.58
85.3	0.602
85.4	0.627
85.5	0.645
85.6	0.669
85.7	0.693
85.8	0.715
85.9	0.733
86	0.752
86.1	0.774
86.2	0.784
86.3	0.82
86.4	0.825
86.5	0.847
86.6	0.862
86.7	0.88
86.8	0.903
86.9	0.915
87	0.929
87.1	0.945
87.2	0.957
87.3	0.968
87.4	0.978
87.5	0.986
87.6	0.99
87.7	0.994
87.8	0.998
87.9	1.001
88	1
88.1	0.996
88.2	0.989
88.3	0.983
88.4	0.973
88.5	0.958
88.6	0.939
88.7	0.917
88.8	0.896
88.9	0.873
89	0.844
89.1	0.819
89.2	0.79
89.3	0.758
89.4	0.728
89.5	0.697
89.6	0.668
89.7	0.637
89.8	0.602
89.9	0.568
90	0.539
90.1	0.503
90.2	0.471
90.3	0.434
90.4	0.401
90.5	0.368
90.6	0.339
90.7	0.303
90.8	0.276
90.9	0.246
91	0.215
91.1	0.185
91.2	0.157
91.3	0.118
91.4	0.094
91.5	0.06
91.6	0.037
91.7	0.001
91.8	-0.022
91.9	-0.047
92	-0.083
92.1	-0.101
92.2	-0.132
92.3	-0.154
92.4	-0.186
92.5	-0.208
92.6	-0.236
92.7	-0.26
92.8	-0.288
92.9	-0.314
93	-0.344
93.1	-0.369
93.2	-0.39
93.3	-0.415
93.4	-0.439
93.5	-0.459
93.6	-0.478
93.7	-0.494
93.8	-0.516
93.9	-0.532
94	-0.548
94.1	-0.561
94.2	-0.571
94.3	-0.579
94.4	-0.585
94.5	-0.586
94.6	-0.589
94.7	-0.584
94.8	-0.576
94.9	-0.556
95	-0.539
95.1	-0.496
95.2	-0.459
95.3	-0.407
95.4	-0.355
95.5	-0.294
95.6	-0.252
95.7	-0.183
95.8	-0.126
95.9	-0.068
96	-0.015
96.1	0.044
96.2	0.107
96.3	0.158
96.4	0.213
96.5	0.264
96.6	0.311
96.7	0.354
96.8	0.396
96.9	0.435
97	0.467
97.1	0.502
97.2	0.531
97.3	0.558
97.4	0.582
97.5	0.607
97.6	0.628
97.7	0.652
97.8	0.674
97.9	0.692
98	0.709
98.1	0.727
98.2	0.748
98.3	0.769
98.4	0.789
98.5	0.809
98.6	0.824
98.7	0.839
98.8	0.855
98.9	0.872
99	0.891
99.1	0.908
99.2	0.923
99.3	0.936
99.4	0.946
99.5	0.954
99.6	0.963
99.7	0.97
99.8	0.98
99.9	0.984
100	0.987
100.1	0.988
100.2	0.988
100.3	0.984
100.4	0.98
100.5	0.973
100.6	0.965
100.7	0.955
100.8	0.941
100.9	0.924
101	0.903
101.1	0.879
101.2	0.855
101.3	0.83
101.4	0.811
101.5	0.777
101.6	0.749
101.7	0.72
101.8	0.692
101.9	0.664
102	0.634
102.1	0.597
102.2	0.566
102.3	0.54
102.4	0.509
102.5	0.48
102.6	0.445
102.7	0.412
102.8	0.384
102.9	0.353
103	0.325
103.1	0.3
103.2	0.269
103.3	0.24
103.4	0.212
103.5	0.186
103.6	0.154
103.7	0.124
103.8	0.094
103.9	0.067
104	0.041
104.1	0.012
104.2	-0.018
104.3	-0.046
104.4	-0.073
104.5	-0.098
104.6	-0.119
104.7	-0.15
104.8	-0.184
104.9	-0.213
105	-0.237
105.1	-0.259
105.2	-0.289
105.3	-0.312
105.4	-0.332
105.5	-0.354
105.6	-0.381
105.7	-0.41
105.8	-0.431
105.9	-0.451
106	-0.477
106.1	-0.495
106.2	-0.509
106.3	-0.526
106.4	-0.538
106.5	-0.551
106.6	-0.561
106.7	-0.569
106.8	-0.577
106.9	-0.579
107	-0.579
107.1	-0.571
107.2	-0.562
107.3	-0.547
107.4	-0.522
107.5	-0.49
107.6	-0.452
107.7	-0.412
107.8	-0.369
107.9	-0.328
108	-0.278
108.1	-0.225
108.2	-0.165
108.3	-0.106
108.4	-0.049
108.5	0.006
108.6	0.061
108.7	0.114
108.8	0.166
108.9	0.216
109	0.261
109.1	0.304
109.2	0.346
109.3	0.386
109.4	0.42
109.5	0.45
109.6	0.476
109.7	0.508
109.8	0.539
109.9	0.564
110	0.585
110.1	0.605
110.2	0.627
110.3	0.647
110.4	0.668
110.5	0.687
110.6	0.711
110.7	0.728
110.8	0.748
110.9	0.768
111	0.79
111.1	0.81
111.2	0.828
111.3	0.844
111.4	0.864
111.5	0.883
111.6	0.902
111.7	0.917
111.8	0.93
111.9	0.941
112	0.953
112.1	0.965
112.2	0.974
112.3	0.982
112.4	0.99
112.5	0.995
112.6	0.997
112.7	0.998
112.8	0.998
112.9	0.994
113	0.987
113.1	0.981
113.2	0.97
113.3	0.957
113.4	0.942
113.5	0.924
113.6	0.904
113.7	0.881
113.8	0.858
113.9	0.833
114	0.807
114.1	0.779
114.2	0.748
114.3	0.718
114.4	0.69
114.5	0.661
114.6	0.629
114.7	0.597
114.8	0.563
114.9	0.532
115	0.499
115.1	0.468
115.2	0.433
115.3	0.403
115.4	0.372
115.5	0.336
115.6	0.305
115.7	0.278
115.8	0.248
115.9	0.217
116	0.185
116.1	0.154
116.2	0.124
116.3	0.094
116.4	0.068
116.5	0.04
116.6	0.011
116.7	-0.018
116.8	-0.046
116.9	-0.07
117	-0.098
117.1	-0.128
117.2	-0.151
117.3	-0.179
117.4	-0.202
117.5	-0.23
117.6	-0.257
117.7	-0.285
117.8	-0.307
117.9	-0.332
118	-0.357
118.1	-0.381
118.2	-0.408
118.3	-0.427
118.4	-0.448
118.5	-0.467
118.6	-0.483
118.7	-0.5
118.8	-0.511
118.9	-0.526
119	-0.533
119.1	-0.542
119.2	-0.549
119.3	-0.553
119.4	-0.554
119.5	-0.551
119.6	-0.545
119.7	-0.534
119.8	-0.516
119.9	-0.49
120	-0.458
120.1	-0.42
120.2	-0.377
120.3	-0.334
120.4	-0.289
120.5	-0.243
120.6	-0.196
120.7	-0.143
120.8	-0.086
120.9	-0.027
121	0.029
121.1	0.082
121.2	0.134
121.3	0.185
121.4	0.234
121.5	0.281
121.6	0.324
121.7	0.365
121.8	0.4
121.9	0.432
122	0.461
122.1	0.487
122.2	0.513
122.3	0.535
122.4	0.557
122.5	0.577
122.6	0.599
122.7	0.617
122.8	0.635
122.9	0.652
123	0.671
123.1	0.69
123.2	0.707
123.3	0.723
123.4	0.739
123.5	0.755
123.6	0.771
123.7	0.787
123.8	0.803
123.9	0.817
124	0.832
124.1	0.844
124.2	0.855
124.3	0.865
124.4	0.877
124.5	0.886
124.6	0.892
124.7	0.898
124.8	0.902
124.9	0.906
125	0.907
125.1	0.906
125.2	0.903
125.3	0.898
125.4	0.891
125.5	0.883
125.6	0.873
125.7	0.861
125.8	0.846
125.9	0.829
126	0.81
126.1	0.792
126.2	0.772
126.3	0.75
126.4	0.727
126.5	0.705
126.6	0.678
126.7	0.65
126.8	0.623
126.9	0.595
127	0.568
127.1	0.54
127.2	0.511
127.3	0.483
127.4	0.454
127.5	0.425
127.6	0.395
127.7	0.363
127.8	0.335
127.9	0.304
128	0.275
128.1	0.247
128.2	0.215
128.3	0.185
128.4	0.156
128.5	0.125
128.6	0.094
128.7	0.066
128.8	0.037
128.9	0.008
129	-0.022
129.1	-0.052
129.2	-0.083
129.3	-0.111
129.4	-0.138
129.5	-0.166
129.6	-0.192
129.7	-0.214
129.8	-0.246
129.9	-0.274
130	-0.297
130.1	-0.324
130.2	-0.351
130.3	-0.376
130.4	-0.402
130.5	-0.42
130.6	-0.444
130.7	-0.465
130.8	-0.483
130.9	-0.502
131	-0.517
131.1	-0.537
131.2	-0.552
131.3	-0.565
131.4	-0.573
131.5	-0.585
131.6	-0.595
131.7	-0.604
131.8	-0.607
131.9	-0.61
132	-0.609
132.1	-0.605
132.2	-0.599
132.3	-0.586
132.4	-0.568
132.5	-0.542
132.6	-0.514
132.7	-0.477
132.8	-0.438
132.9	-0.39
133	-0.341
133.1	-0.291
133.2	-0.241
133.3	-0.186
133.4	-0.133
133.5	-0.077
133.6	-0.027
133.7	0.024
133.8	0.069
133.9	0.117
134	0.155
134.1	0.194
134.2	0.228
134.3	0.266
134.4	0.298
134.5	0.328
134.6	0.354
134.7	0.383
134.8	0.406
134.9	0.433
135	0.452
135.1	0.473
135.2	0.492
135.3	0.512
135.4	0.53
135.5	0.55
135.6	0.565
135.7	0.582
135.8	0.602
135.9	0.617
136	0.633
136.1	0.651
136.2	0.667
136.3	0.684
136.4	0.7
136.5	0.713
136.6	0.726
136.7	0.738
136.8	0.745
136.9	0.759
137	0.764
137.1	0.78
137.2	0.792
137.3	0.803
137.4	0.817
137.5	0.829
137.6	0.84
137.7	0.845
137.8	0.852
137.9	0.856
138	0.86
138.1	0.861
138.2	0.86
138.3	0.854
138.4	0.848
138.5	0.835
138.6	0.822
138.7	0.806
138.8	0.787
138.9	0.77
139	0.753
139.1	0.735
139.2	0.712
139.3	0.69
139.4	0.667
139.5	0.644
139.6	0.628
139.7	0.601
139.8	0.573
139.9	0.543
140	0.516
140.1	0.491
140.2	0.463
140.3	0.431
140.4	0.398
140.5	0.364
140.6	0.332
140.7	0.306
140.8	0.274
140.9	0.239
141	0.204
141.1	0.176
141.2	0.144
141.3	0.11
141.4	0.072
141.5	0.04
141.6	0.005
141.7	-0.028
141.8	-0.059
141.9	-0.092
142	-0.123
142.1	-0.156
142.2	-0.183
142.3	-0.213
142.4	-0.245
142.5	-0.27
142.6	-0.298
142.7	-0.322
142.8	-0.356
142.9	-0.384
143	-0.414
143.1	-0.433
143.2	-0.46
143.3	-0.482
143.4	-0.506
143.5	-0.528
143.6	-0.55
143.7	-0.573
143.8	-0.586
143.9	-0.604
144	-0.623
144.1	-0.633
144.2	-0.645
144.3	-0.653
144.4	-0.665
144.5	-0.669
144.6	-0.674
144.7	-0.675
144.8	-0.672
144.9	-0.657
145	-0.643
145.1	-0.622
145.2	-0.596
145.3	-0.564
145.4	-0.525
145.5	-0.489
145.6	-0.449
145.7	-0.403
145.8	-0.353
145.9	-0.302
146	-0.239
146.1	-0.186
146.2	-0.136
146.3	-0.086
146.4	-0.044
146.5	-0.003
146.6	0.031
146.7	0.074
146.8	0.106
146.9	0.143
147	0.181
147.1	0.208
147.2	0.235
147.3	0.268
147.4	0.294
147.5	0.319
147.6	0.336
147.7	0.363
147.8	0.37
147.9	0.393
148	0.407
148.1	0.428
148.2	0.448
148.3	0.465
148.4	0.481
148.5	0.495
148.6	0.514
148.7	0.528
148.8	0.542
148.9	0.555
149	0.566
149.1	0.573
149.2	0.577
149.3	0.577
149.4	0.584
149.5	0.584
149.6	0.585
149.7	0.58
149.8	0.58
149.9	0.569
150	0.56
150.1	0.551
150.2	0.545
150.3	0.543
150.4	0.526
150.5	0.509
150.6	0.496
150.7	0.481
150.8	0.468
150.9	0.459
151	0.442
151.1	0.427
151.2	0.404
151.3	0.39
151.4	0.374
151.5	0.355
151.6	0.322
151.7	0.3
151.8	0.273
151.9	0.254
152	0.225
152.1	0.2
152.2	0.17
152.3	0.137
152.4	0.121
152.5	0.087
152.6	0.07
152.7	0.039
152.8	0.013
152.9	-0.019
153	-0.044
153.1	-0.074
153.2	-0.101
153.3	-0.128
153.4	-0.153
153.5	-0.172
153.6	-0.207
153.7	-0.226
153.8	-0.252
153.9	-0.275
154	-0.303
154.1	-0.333
154.2	-0.361
154.3	-0.381
154.4	-0.416
154.5	-0.435
154.6	-0.46
154.7	-0.475
154.8	-0.497
154.9	-0.511
155	-0.518
155.1	-0.546
155.2	-0.568
155.3	-0.584
155.4	-0.599
155.5	-0.62
155.6	-0.615
155.7	-0.631
155.8	-0.629
155.9	-0.643
156	-0.626
156.1	-0.595
156.2	-0.565
156.3	-0.546
156.4	-0.515
156.5	-0.454
156.6	-0.413
156.7	-0.371
156.8	-0.341
156.9	-0.303
157	-0.257
157.1	-0.171
157.2	-0.111
157.3	-0.071
157.4	-0.06
157.5	-0.038
157.6	-0.016
157.7	0.03
157.8	0.084
157.9	0.133
158	0.166
158.1	0.196
158.2	0.253
158.3	0.306
158.4	0.351
158.5	0.399
158.6	0.457
158.7	0.527
158.8	0.575
158.9	0.609
159	0.647
159.1	0.692
159.2	0.759
159.3	0.808
159.4	0.86
159.5	0.906
159.6	0.956
159.7	0.992
159.8	1.024
159.9	1.053
160	1.082
160.1	1.118
160.2	1.156
160.3	1.184
160.4	1.212
160.5	1.24
160.6	1.266
160.7	1.29
160.8	1.312
160.9	1.333
161	1.359
161.1	1.381
161.2	1.401
161.3	1.422
161.4	1.442
161.5	1.466
161.6	1.489
161.7	1.511
161.8	1.53
161.9	1.552
162	1.574
162.1	1.59
162.2	1.611
162.3	1.63
162.4	1.648
162.5	1.664
162.6	1.675
162.7	1.686
162.8	1.696
162.9	1.707
163	1.715
163.1	1.723
163.2	1.727
163.3	1.729
163.4	1.73
163.5	1.731
163.6	1.731
163.7	1.73
163.8	1.725
163.9	1.717
164	1.705
164.1	1.694
164.2	1.68
164.3	1.666
164.4	1.646
164.5	1.625
164.6	1.601
164.7	1.581
164.8	1.562
164.9	1.539
165	1.515
165.1	1.491
165.2	1.474
165.3	1.452
165.4	1.431
165.5	1.414
165.6	1.394
165.7	1.371
165.8	1.348
165.9	1.329
166	1.307
166.1	1.291
166.2	1.273
166.3	1.25
166.4	1.231
166.5	1.209
166.6	1.184
166.7	1.17
166.8	1.15
166.9	1.131
167	1.114
167.1	1.092
167.2	1.073
167.3	1.056
167.4	1.037
167.5	1.017
167.6	0.991
167.7	0.973
167.8	0.956
167.9	0.937
168	0.91
168.1	0.893
168.2	0.871
168.3	0.853
168.4	0.837
168.5	0.822
168.6	0.805
168.7	0.788
168.8	0.781
168.9	0.777
169	0.782
169.1	0.769
169.2	0.763
169.3	0.753
169.4	0.748
169.5	0.747
169.6	0.749
169.7	0.748
169.8	0.742
169.9	0.727
170	0.723
170.1	0.724
170.2	0.725
170.3	0.731
170.4	0.736
170.5	0.734
170.6	0.741
170.7	0.746
170.8	0.756
170.9	0.768
171	0.782
171.1	0.793
171.2	0.802
171.3	0.815
171.4	0.826
