1.335024	1.73
1.426464	1.778
1.429512	1.773
1.475232	1.686
1.658112	1.759
1.667256	1.701
1.84404	1.733
1.917192	1.807
1.901952	1.85
2.1336	1.922
2.791968	1.988
2.474976	1.929
2.581656	1.929
2.145792	1.679
2.01168	1.934
2.109216	1.629
2.020824	1.607
2.188464	1.578
2.093976	1.549
2.008632	1.554
1.99644	1.53
1.761744	1.343
1.633728	1.025
1.72212	1.086
1.72212	1.198
1.664208	1.332
5.047488	5.785
11.457432	12.417
11.576304	11.524
3.928872	4.573
2.746248	4.024
2.746248	4.024
2.694432	3.626
2.566416	3.386
2.776728	3.939
2.511552	3.302
2.691384	4.217
12.030456	12.339
13.018008	12.944
8.674608	8.833
5.657088	4.467
3.194304	4.372
4.08432	5.26
5.59308	5.244
5.526024	6.038
7.37616	6.167
7.168896	7.056
4.471416	4.417
4.264152	4.335
6.007608	5.935
6.120384	7.836
7.769352	6.239
7.363968	7.084
4.54152	7.302
4.568952	7.385
5.07492	7.489
5.53212	8.216
6.586728	8.597
7.187184	8.102
7.75716	11.262
11.042904	13.242
13.584936	13.257
13.752576	14.989
