6	0.02	0.007	0.025
7	0.02	0.009	0.027
8	0.021	0.012	0.031
9	0.019	0.017	0.034
10	0.017	0.018	0.033
11	0.01	0.019	0.027
12	0.005	0.021	0.023
13	-0.001	0.021	0.02
14	-0.004	0.023	0.018
15	-0.013	0.024	0.011
16	-0.008	0.025	0.017
17	-0.002	0.026	0.025
18	0.007	0.027	0.034
19	0.012	0.028	0.039
20	0.009	0.028	0.036
21	0.006	0.028	0.034
22	0.009	0.028	0.036
23	0.019	0.027	0.046
24	0.025	0.027	0.052
25	0.031	0.027	0.057
26	0.035	0.027	0.061
27	0.037	0.027	0.063
28	0.03	0.029	0.057
29	0.031	0.028	0.057
30	0.032	0.028	0.06
31	0.033	0.028	0.06
32	0.037	0.029	0.065
33	0.037	0.029	0.065
34	0.032	0.029	0.06
35	0.023	0.028	0.05
36	0.018	0.028	0.044
37	0.015	0.028	0.04
38	0.016	0.029	0.04
39	0.018	0.029	0.042
40	0.021	0.029	0.044
41	0.019	0.029	0.042
42	0.022	0.029	0.045
43	0.027	0.028	0.049
44	0.035	0.029	0.057
45	0.046	0.029	0.068
46	0.055	0.028	0.077
47	0.067	0.029	0.09
48	0.074	0.027	0.097
49	0.079	0.028	0.104
50	0.081	0.025	0.106
51	0.083	0.024	0.109
52	0.087	0.025	0.114
53	0.096	0.026	0.123
54	0.103	0.025	0.13
55	0.109	0.025	0.137
56	0.113	0.025	0.14
57	0.114	0.025	0.142
58	0.115	0.025	0.142
59	0.117	0.025	0.144
60	0.124	0.025	0.149
61	0.131	0.025	0.156
62	0.139	0.027	0.163
63	0.142	0.026	0.165
64	0.145	0.027	0.168
65	0.145	0.026	0.168
66	0.15	0.026	0.174
67	0.159	0.026	0.183
68	0.166	0.025	0.191
69	0.174	0.026	0.199
70	0.177	0.026	0.202
71	0.178	0.025	0.203
72	0.176	0.026	0.202
73	0.176	0.025	0.202
74	0.177	0.025	0.202
75	0.179	0.025	0.204
76	0.181	0.025	0.206
77	0.18	0.025	0.206
78	0.177	0.026	0.203
79	0.175	0.026	0.2
80	0.174	0.026	0.199
81	0.177	0.026	0.202
82	0.179	0.026	0.204
83	0.182	0.027	0.207
84	0.184	0.026	0.21
85	0.186	0.027	0.212
86	0.189	0.028	0.216
87	0.192	0.03	0.22
88	0.194	0.031	0.222
89	0.197	0.032	0.225
90	0.2	0.033	0.23
91	0.205	0.034	0.234
92	0.208	0.035	0.239
93	0.211	0.036	0.242
94	0.214	0.038	0.246
95	0.215	0.039	0.247
96	0.217	0.04	0.249
97	0.218	0.038	0.25
98	0.22	0.037	0.251
99	0.219	0.036	0.25
100	0.218	0.036	0.25
101	0.214	0.036	0.247
102	0.209	0.036	0.242
103	0.205	0.035	0.238
104	0.205	0.035	0.238
105	0.205	0.035	0.238
106	0.205	0.035	0.238
107	0.202	0.035	0.236
108	0.199	0.036	0.232
109	0.194	0.036	0.227
110	0.19	0.036	0.222
111	0.188	0.036	0.221
112	0.187	0.036	0.219
113	0.186	0.036	0.218
114	0.183	0.037	0.215
115	0.179	0.038	0.212
116	0.175	0.037	0.207
117	0.174	0.038	0.206
118	0.173	0.037	0.206
119	0.171	0.038	0.204
120	0.169	0.038	0.201
121	0.165	0.037	0.198
122	0.162	0.037	0.195
123	0.157	0.037	0.19
124	0.151	0.037	0.185
125	0.146	0.037	0.179
126	0.137	0.036	0.171
127	0.13	0.037	0.164
128	0.119	0.036	0.152
